"FindingId","Track","System","File","Evidence","Impact","Severity","Recommendation","Verification","SourceRegister","ReviewStatus","Notes"
"P10-F04715","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L283:foreach (Mobile m in mobile.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04716","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L330:foreach (Mobile m in mobile.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04717","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L370:foreach (Mobile m in mobile.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04718","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L420:foreach (Mobile m in mobile.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04719","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L463:foreach (Mobile m in mobile.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04720","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L502:foreach (Mobile m in mobile.GetMobilesInRange(3)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04721","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L513:foreach (Mobile m in mobile.GetMobilesInRange(3)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04722","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs","L524:foreach (Mobile m in mobile.GetMobilesInRange(3)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04723","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/Pirates/Chasing Pirates/PirateCaptain.cs","L344:foreach (Item enemy in this.GetItemsInRange(200)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04724","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/Pirates/Chasing Pirates/PirateCaptain.cs","L465:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04725","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/LordBlackThornBot.cs","L137:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04726","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/LordOrcalis.cs","L141:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04727","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/LordOrcalis.cs","L183:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04728","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/OgreChieftan.cs","L93:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04729","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/OrcKing.cs","L136:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04730","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/Ssslither.cs","L94:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04731","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/TheSavageGeneral.cs","L124:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04732","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/TheSavageGeneral.cs","L166:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04733","10.7 Pooled Enumerable Ownership","Custom:Invasion System","Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/WidowQueen.cs","L95:foreach (Mobile m in this.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04734","10.7 Pooled Enumerable Ownership","Custom:OmniAI","Data/Scripts/Custom/OmniAI/OmniAI Core.cs","L564:foreach (Mobile m in m_Mobile.GetMobilesInRange(12)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04735","10.7 Pooled Enumerable Ownership","Custom:OmniAI","Data/Scripts/Custom/OmniAI/OmniAI Core.cs","L675:foreach (Item itemstofind in m_Mobile.GetItemsInRange(5)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04736","10.7 Pooled Enumerable Ownership","Custom:OmniAI","Data/Scripts/Custom/OmniAI/OmniAI Core.cs","L749:foreach (Mobile m in from.GetMobilesInRange(12)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04737","10.7 Pooled Enumerable Ownership","Custom:OmniAI","Data/Scripts/Custom/OmniAI/OmniAI Knightship.cs","L139:foreach (Mobile m in m_Mobile.GetMobilesInRange(4)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04738","10.7 Pooled Enumerable Ownership","Custom:RandomEncounters","Data/Scripts/Custom/RandomEncounters/Timers.cs","L260:IPooledEnumerable eable = null;; FreeCallPresentInFile=No; UsageKind=ExplicitIPooledEnumerable","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04739","10.7 Pooled Enumerable Ownership","Custom:RandomEncounters","Data/Scripts/Custom/RandomEncounters/Timers.cs","L269:eable = m.Map.GetClientsInRange(loc, 18);; FreeCallPresentInFile=No; UsageKind=RangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04740","10.7 Pooled Enumerable Ownership","Custom:RandomEncounters","Data/Scripts/Custom/RandomEncounters/Timers.cs","L278:eable = i.Map.GetClientsInRange(loc, 18);; FreeCallPresentInFile=No; UsageKind=RangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04741","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/BaseXmlSpawner.cs","L3334:foreach (Mobile p in ((Item)refobject).GetMobilesInRange(range)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04742","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/BaseXmlSpawner.cs","L5380:foreach (Mobile p in ((Item)o).GetMobilesInRange(range)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04743","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/BaseXmlSpawner.cs","L5388:foreach (Mobile p in ((Mobile)o).GetMobilesInRange(range)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04744","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","L362:foreach (Mobile m in GetMobilesInRange(ProximityRange)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04745","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","L11611:foreach (Mobile p in GetMobilesInRange(m_ProximityRange)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04746","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","L243:foreach (Mobile m in duelloc.DuelMap.GetMobilesInRange(duelloc.DuelLocation, duelrange)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04747","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","L2331:foreach (Mobile m in killer.GetMobilesInRange(16)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04748","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","L2338:foreach (Mobile m in killed.GetMobilesInRange(16)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04749","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/BaseChallengeGame.cs","L256:foreach (Mobile p in this.GetMobilesInRange(ArenaSize)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04750","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/KingOfTheHillGauntlet.cs","L162:foreach (Mobile p in this.GetMobilesInRange(0)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04751","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/LastManStandingGauntlet.cs","L350:foreach (Mobile m in killed.GetMobilesInRange(16)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04752","10.7 Pooled Enumerable Ownership","Custom:XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamKotHGauntlet.cs","L403:foreach (Mobile p in this.GetMobilesInRange(0)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04753","10.7 Pooled Enumerable Ownership","Items:Boats","Data/Scripts/Items/Boats/BaseBoat.cs","L1155:foreach (Item i in sailors.GetItemsInRange(20)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04754","10.7 Pooled Enumerable Ownership","Items:Boats","Data/Scripts/Items/Boats/BaseBoat.cs","L1308:foreach (Mobile m in from.GetMobilesInRange(20)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04755","10.7 Pooled Enumerable Ownership","Items:Boats","Data/Scripts/Items/Boats/BaseBoat.cs","L1335:foreach (Item i in bc.GetItemsInRange(10)); FreeCallPresentInFile=Yes; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04756","10.7 Pooled Enumerable Ownership","Items:Boats","Data/Scripts/Items/Boats/BoatBuild.cs","L94:foreach (Mobile m in this.GetMobilesInRange(20)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04757","10.7 Pooled Enumerable Ownership","Items:Boats","Data/Scripts/Items/Boats/CarpetBuild.cs","L88:foreach (Mobile m in this.GetMobilesInRange(20)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04758","10.7 Pooled Enumerable Ownership","Items:Boats","Data/Scripts/Items/Boats/DockingLantern.cs","L143:foreach (Item lantern in m.GetItemsInRange(DockRange)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04759","10.7 Pooled Enumerable Ownership","Items:Boats","Data/Scripts/Items/Boats/Plank.cs","L353:foreach (object o in this.GetObjectsInRange(0)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04760","10.7 Pooled Enumerable Ownership","Items:Books","Data/Scripts/Items/Books/MerchantsBook.cs","L865:foreach (Mobile who in from.GetMobilesInRange(15)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04761","10.7 Pooled Enumerable Ownership","Items:Books","Data/Scripts/Items/Books/MerchantsBook.cs","L939:foreach (Item tome in from.GetItemsInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04762","10.7 Pooled Enumerable Ownership","Items:Books","Data/Scripts/Items/Books/MerchantsBook.cs","L1402:foreach (Mobile who in from.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04763","10.7 Pooled Enumerable Ownership","Items:Books","Data/Scripts/Items/Books/MerchantsBook.cs","L1582:foreach (Mobile who in from.GetMobilesInRange(10)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04764","10.7 Pooled Enumerable Ownership","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","L1493:foreach (Mobile mob in map.GetMobilesInRange(loc, 20)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
"P10-F04765","10.7 Pooled Enumerable Ownership","Items:Doors","Data/Scripts/Items/Doors/BaseDoor.cs","L46:foreach (Item item in door.GetItemsInRange(1)); FreeCallPresentInFile=No; UsageKind=DirectForeachRangeScan","Runtime;Memory","P1","Manually verify whether the pooled enumerable is freed on all paths; replace direct foreach range scans or add try/finally Free where required.","Manual source review; rerun Phase 10 pooled scan; run Scripts.csproj build for source edits.","source pooled-enumerable scan","NeedsManualReview","File-level Free detection is conservative and must be confirmed by method-level source review."
