"System","Classification","File","PrimaryRole","SecondaryRoles","RuntimeHooks","SerializedState","Gumps","ConfigData","VerificationStatus"
"Housing","SharedService","Data/Scripts/Items/Houses/InteriorDecorator.cs","GumpUI","Persistence;ItemContent","","enum:DecorateCommand;class:InteriorDecorator;class:InternalGump;class:InternalTarget","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/MagicalRope.cs","Persistence","CombatPolicy;ItemContent","","class:MagicalRope","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Mailbox.cs","Persistence","ItemContent","","class:Mailbox","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/MovingCrate.cs","StartupWiring","Persistence;ItemContent","CustomTimerSubclass;Timer.DelayCall","class:MovingCrate;class:InternalizeTimer;class:PackingBox","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/NewHouses.cs","Persistence","ItemContent","","class:Pyramid;class:LargeTent;class:CastleTower;class:LogMansion;class:Fortress;class:NewTwoStorySandstoneHouse;class:NewBrickHouseWithSteeple;class:NewTwoStoryBrickHouse;class:NewPlasterHousePictureWindow;class:Wagon;class:NewTwoStoryBrickHome;class:NewTwoStoryWoodenHomeWithPorch;class:NewSmallStoneShoppe;class:NewWoodenHomePorch;class:NewSmallStoneTower;class:NewThreeStoryStoneVilla;class:NewTwoStorySmallStoneHome;class:NewTwoStorySmallStoneHouse;class:NewTwoStorySmallStoneDwelling;class:NewTwoStorySmallWoodenDwelling;class:NewWoodenMansion;class:NewSmallStoneStoreFront;class:SmallLogCabinEast;class:SmallLogCabinSouth;class:NewSmallStoneHomeEast;class:NewFancyStoneWoodHome;class:NewFancyWoodenStoneHouse;class:NewSmallStoneHouseEast;class:NewSmallWoodenShackPorch;class:NewPlainPlasterHouse;class:NewPlainStoneHouse;class:NewPlasterHomeDirtDeck;class:NewWoodenHomeUpperDeck;class:NewTwoStoryStoneVilla;class:NewTwoStorySmallPlasterDwelling;class:NewSmallStoneTemple;class:NewSmallSandstoneWorkshop;class:NewStoneHomeWithEnclosedPatio;class:NewLogCabin;class:NewSmallLogCabinWithDeck;class:NewRaisedBrickHome;class:NewBrickArena;class:NewStoneFort;class:NewOldStoneHomeShoppe;class:NewSmallBrickCastle;class:NewSmallWizardTower;class:NewBrickHomeWithFrontDeck;class:NewMarbleShoppe;class:NewBrickHomeWithLargePorch","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/PlayersHouseTeleporter.cs","StartupWiring","Persistence;ItemContent","Timer.DelayCall","class:PlayersHouseTeleporter","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/PlayersZTeleporter.cs","StartupWiring","Persistence;ItemContent","Timer.DelayCall","class:PlayersZTeleporter","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/PreviewHouse.cs","StartupWiring","Persistence;ItemContent","CustomTimerSubclass;Timer.DelayCall","class:PreviewHouse;class:DecayTimer","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/SmallTents.cs","Persistence","ItemContent","","class:BlueTentDeed;class:BlueTent;class:GreenTentDeed;class:GreenTent","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/TavernTable.cs","GumpUI","Persistence;ItemContent","","class:TavernTable;class:TavernGump","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/TentsEast.cs","Persistence","ItemContent","","class:MyTentEastAddon;class:MyTentEastAddonDeed","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/TentsSouth.cs","Persistence","ItemContent","","class:MyTentSouthAddon;class:MyTentSouthAddonDeed","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Decorate.cs","CommandSurface","StartupWiring;ItemContent","Initialize","","","*.cfg","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/RUOVersion.cs","CommandSurface","Persistence;ItemContent","","class:RUOVersion;class:VersionHouse","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Error Reporting/Errors.cs","StartupWiring","ItemContent","EventSink;Initialize;OnLogin","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Error Reporting/Gumps/ErrorsGump.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Error Reporting/Gumps/ErrorsNotifyGump.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/BackgroundPlus.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/ButtonPlus.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/GumpPlusLight.cs","StartupWiring","GumpUI;ItemContent","Timer.DelayCall","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/HTML.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/HtmlPlus.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/InfoGump.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/ContractConfirmGump.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/ContractSetupGump.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/TownHouseConfirmGump.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/TownHouseSetupGump.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/TownHousesGump.cs","StartupWiring","GumpUI;ItemContent","Initialize","","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Items/RentalContract.cs","Persistence","ItemContent","","class:RentalContract","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Items/RentalContractCopy.cs","Persistence","ItemContent","","class:RentalContractCopy","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Items/RentalLicense.cs","Persistence","ItemContent","","class:RentalLicense","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Items/SignHammer.cs","StartupWiring","Persistence;ItemContent","Initialize","enum:HammerJob;class:SignHammer;class:SignHammerGump","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Items/TownHouse.cs","StartupWiring","Persistence;ItemContent","OnSpeech;Timer.DelayCall","class:TownHouse","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","StartupWiring","GumpUI;Persistence;ItemContent","Timer.DelayCall","enum:Intu;class:TownHouseSign","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Misc/CommandInfo.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Misc/DecoreItemInfo.cs","Persistence","ItemContent","","class:DecoreItemInfo","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Misc/General.cs","StartupWiring","ItemContent","EventSink;OnLogin;OnSpeech;WorldSave","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Monopoly/Misc/GumpResponse.cs","PacketNetwork","StartupWiring;GumpUI;ItemContent","Initialize;PacketHandlers.Register;Timer.DelayCall","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ContextMenuEntries.cs","GumpUI","ItemContent","","","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/LawnGate.cs","Persistence","ItemContent","","class:LawnGate","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/LawnItem.cs","GumpUI","Persistence;ItemContent","","class:LawnMultiInfo;class:LawnItem;class:LawnPiece","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/LawnRegistry.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/LawnStair.cs","Persistence","ItemContent","","class:LawnStair","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/LawnSystem.cs","StartupWiring","ItemContent","Timer.DelayCall","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/LawnTarget.cs","GumpUI","ItemContent","","","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/LawnTools.cs","Persistence","ItemContent","","class:LawnTools","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/Remodeling.cs","StartupWiring","ItemContent","WorldSave","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ShantyDoor.cs","Persistence","ItemContent","","class:ShantyDoor","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ShantyItem.cs","GumpUI","Persistence;ItemContent","","class:ShantyMultiInfo;class:ShantyItem;class:ShantyPiece","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ShantyRegistry.cs","ItemContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ShantyStair.cs","Persistence","ItemContent","","class:ShantyStair","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ShantySystem.cs","StartupWiring","ItemContent","Timer.DelayCall","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ShantyTarget.cs","GumpUI","ItemContent","","","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/ShantyTools.cs","Persistence","ItemContent","","class:ShantyTools","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/Gumps/ConfirmRemoveGump.cs","GumpUI","ItemContent","","","OnResponse","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/Gumps/LawnGump.cs","GumpUI","ItemContent","","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/Gumps/LawnSecurityGump.cs","GumpUI","ItemContent","","","OnResponse","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/Gumps/ShantyGump.cs","GumpUI","ItemContent","","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Houses/Remodeling/Gumps/ShantySecurityGump.cs","GumpUI","ItemContent","","","OnResponse","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/MiniHouses.cs","Persistence","ItemContent","","class:MiniHouseAddon;class:MiniHouseDeed;enum:MiniHouseType;class:MiniHouseInfo","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/Heritage Items/HouseLadder.cs","GumpUI","Persistence;ItemContent","","class:HouseLadderAddon;class:HouseLadderDeed;class:InternalGump","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/Holiday/GingerBreadHouseDeed.cs","Persistence","ItemContent","","class:GingerBreadHouseAddon;class:GingerBreadHouseDeed","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/House Raffle/HouseRaffleDeed.cs","Persistence","ItemContent","","class:HouseRaffleDeed","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/House Raffle/HouseRaffleRegion.cs","ItemContent","WorldState","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/House Raffle/HouseRaffleStone.cs","StartupWiring","GumpUI;Persistence;ItemContent","Initialize;Timer.DelayCall","class:RaffleEntry;enum:HouseRaffleState;class:HouseRaffleStone;class:RaffleContextMenuEntry;class:EditEntry;class:ActivateEntry;class:ManagementEntry","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/House Raffle/Gumps/HouseRaffleManagementGump.cs","GumpUI","ItemContent","","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Special/Veteran Rewards/ContestMiniHouse.cs","Persistence","ItemContent","","class:ContestMiniHouse;class:ContestMiniHouseDeed","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Items/Trades/Fishing/Sea Artifacts/LightHouse.cs","Persistence","ItemContent","","class:LightHouseAddon;class:LightHouseAddonDeed","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Mobiles/Base/StoreSalesList.cs","MobileContent","","","","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/Mobiles/Civilized/Citizens/HouseVisitor.cs","Persistence","MobileContent","","class:HouseVisitor","","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Commands/Commands/Commands.cs","StartupWiring","GumpUI","Initialize","","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Gumps/ConfirmHouseResize.cs","GumpUI","","","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Gumps/HouseDemolishGump.cs","GumpUI","","","","OnResponse","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Gumps/HouseGump.cs","GumpUI","","","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Gumps/HouseGumpAOS.cs","GumpUI","","","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Gumps/HouseTransferGump.cs","GumpUI","","","","OnResponse","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Gumps/ViewHousesGump.cs","CommandSurface","StartupWiring;GumpUI","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Regions/HouseRegion.cs","StartupWiring","RegionPolicy;GumpUI;WorldState","EventSink;Initialize;OnLogin;OnSpeech;RegionOverride","","SendGump","","PartiallyVerified"
"Housing","SharedService","Data/Scripts/System/Regions/UnderHouseRegion.cs","RegionPolicy","WorldState","RegionOverride","","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","CommandSurface","StartupWiring;GumpUI;WorldState","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Custom/Invasion System/Add Ins/Pirates/Chasing Pirates/PirateShip.cs","Persistence","StaffTooling","","class:PirateShip_Boat;class:PirateShip_Boat_Deed;class:PirateShip_Boat_Docked","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/BaseBoat.cs","StartupWiring","GumpUI;Persistence;ItemContent;WorldState","CustomTimerSubclass;EventSink;Initialize;OnSpeech;WorldSave","enum:BoatOrder;class:BaseBoat;class:DecayTimer;enum:DryDockResult;class:TurnTimer;class:MoveTimer;class:UpdateAllTimer","SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/BaseBoatDeed.cs","Persistence","ItemContent;WorldState","","class:BaseBoatDeed;class:InternalTarget","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/BaseDockedBoat.cs","Persistence","ItemContent;WorldState","","class:BaseDockedBoat;class:InternalTarget","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/BoatBuild.cs","Persistence","ItemContent;WorldState","","class:BoatBuild","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/BoatDoor.cs","Persistence","ItemContent;WorldState","","class:BoatDoor;class:DeckDoor","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/BoatModel.cs","Persistence","ItemContent;WorldState","","class:BoatModel;class:BoatModelDeed","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/BoatStain.cs","Persistence","ItemContent;WorldState","","class:BoatStain;class:DyeTarget","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Cargo.cs","GumpUI","Persistence;ItemContent;WorldState","","class:Cargo;class:CargoGump","OnResponse;SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/CarpetBuild.cs","GumpUI","Persistence;ItemContent;WorldState","","class:CarpetBuild;class:RugGump","OnResponse;SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/DockingLantern.cs","Persistence","ItemContent;WorldState","","class:DockingLantern;class:DockSearch","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Galleons.cs","Persistence","ItemContent;WorldState","","class:GalleonBarbarian;class:GalleonRoyal;class:GalleonExotic;class:GalleonLarge;class:GalleonWreckedBarbarian;class:GalleonWreckedRoyal;class:GalleonWreckedExotic;class:GalleonWreckedLarge;class:GalleonRuinedBarbarian;class:GalleonRuinedRoyal;class:GalleonRuinedExotic","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/GrapplingHook.cs","Persistence","ItemContent;WorldState","","class:GrapplingHook;class:HookTarget","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Hold.cs","Persistence","ItemContent;WorldState","","class:Hold","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/LargeBoat.cs","Persistence","ItemContent;WorldState","","class:LargeBoat;class:LargeBoatDeed;class:LargeDockedBoat","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/LargeDragonBoat.cs","Persistence","ItemContent;WorldState","","class:LargeDragonBoat;class:LargeDragonBoatDeed;class:LargeDockedDragonBoat","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/MediumBoat.cs","Persistence","ItemContent;WorldState","","class:MediumBoat;class:MediumBoatDeed;class:MediumDockedBoat","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/MediumDragonBoat.cs","Persistence","ItemContent;WorldState","","class:MediumDragonBoat;class:MediumDragonBoatDeed;class:MediumDockedDragonBoat","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/PirateBounty.cs","GumpUI","Persistence;ItemContent;WorldState","","class:PirateBounty;class:BountyGump","OnResponse;SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Plank.cs","StartupWiring","Persistence;ItemContent;WorldState","CustomTimerSubclass","enum:PlankSide;class:Plank;class:CloseTimer","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/RenameBoatPrompt.cs","GumpUI","ItemContent;WorldState","","","OnResponse","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/SmallBoat.cs","Persistence","ItemContent;WorldState","","class:SmallBoat;class:SmallBoatDeed;class:SmallDockedBoat","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/SmallDragonBoat.cs","Persistence","ItemContent;WorldState","","class:SmallDragonBoat;class:SmallDragonBoatDeed;class:SmallDockedDragonBoat","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Strandedness.cs","StartupWiring","ItemContent;WorldState","EventSink;Initialize","","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/TillerMan.cs","GumpUI","Persistence;ItemContent;WorldState","","class:TillerMan","SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/TinyBoat.cs","Persistence","ItemContent;WorldState","","class:TinyBoat","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Vessels.cs","Persistence","ItemContent;WorldState","","class:VesselsNS;class:VesselsEW;class:ShipNS;class:ShipEW;class:WreckNS;class:WreckEW","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Gumps/ConfirmDryDockGump.cs","GumpUI","ItemContent;WorldState","","","OnResponse","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Gumps/FindboatGump.cs","CommandSurface","StartupWiring;GumpUI;ItemContent;WorldState","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Items/Boats/Gumps/TillerManGump.cs","GumpUI","ItemContent;WorldState","","","OnResponse;SendGump","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Mobiles/Humanoids/Sailors/BoatPirates.cs","Persistence","MobileContent;WorldState","","class:BoatPirateArcher;class:BoatPirateBard;class:BoatPirateMage;class:ElfBoatPirateArcher;class:ElfBoatPirateBard;class:ElfBoatPirateMage","","","PartiallyVerified"
"Boats","GameplayLayer","Data/Scripts/Mobiles/Humanoids/Sailors/BoatSailors.cs","Persistence","MobileContent;WorldState","","class:BoatSailorArcher;class:BoatSailorBard;class:BoatSailorMage;class:ElfBoatSailorArcher;class:ElfBoatSailorBard;class:ElfBoatSailorMage","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawnRegion.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Custom/Government System/Regions/CityMarketRegion.cs","RegionPolicy","Economy;WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Custom/Government System/Regions/PlayerCityRegion.cs","RegionPolicy","Economy;WorldState","OnSpeech;RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Custom/RandomEncounters/Definitions.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Custom/RandomEncounters/Records.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGameRegion.cs","RegionPolicy","CombatPolicy;StaffTooling;WorldState","RegionOverride","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeRegionStone.cs","StartupWiring","Persistence;CombatPolicy;StaffTooling;WorldState","Timer.DelayCall","class:ChallengeRegionStone","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Items/Houses/BaseHouse.cs","StartupWiring","GumpUI;Persistence;ItemContent","CustomTimerSubclass;Timer.DelayCall","class:BaseHouse;class:TransferItem;class:FixColumnTimer;enum:DecayType;enum:DecayLevel;enum:SecureAccessResult;enum:SecureLevel;class:SecureInfo;class:RelocatedEntity;class:LockdownTarget;class:SecureTarget;class:HouseKickTarget;class:HouseBanTarget;class:HouseAccessTarget;class:CoOwnerTarget;class:HouseFriendTarget;class:HouseOwnerTarget;class:SetSecureLevelEntry;class:TempNoHousingRegion","SendGump","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/Items/Special/House Raffle/HouseRaffleRegion.cs","ItemContent","WorldState","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Commands/Implementors/RegionCommandImplementor.cs","WorldState","","","","","","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Misc/Reporting.cs","StartupWiring","","Initialize;Timer.DelayCall","","","reportHistory.xml;staffHistory.xml","PartiallyVerified"
"Regions","SharedService","Data/Scripts/System/Misc/Spawning.cs","CommandSurface","StartupWiring;GumpUI;Persistence","CustomTimerSubclass;Initialize","class:OptionsGumps;class:GumpSaveRegion;class:GumpRemoveRegion;class:GumpRemoveID;class:GumpSaveCoordinate;class:GumpRemoveCoordinate;class:PremiumSpawnerGump;class:PremiumSpawner;class:InternalTimer;class:WarnTimer;class:WarnEntry;class:PSpawnerCount;class:RunUOSpawnerExporter;class:Spawner;class:InternalTimer;class:WarnTimer;class:WarnEntry;class:SpawnGenerator;class:SpawnEditorGump;class:SpawnerGump;class:SpawnerType","OnResponse;SendGump","","PartiallyVerified"
