"System","File","Line","GumpHook","Guards","Risk","Evidence","NeedsBoundsReview","NeedsNullStateReview"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26438","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26447","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26456","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26465","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26474","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26483","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26530","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26773","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26782","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26791","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26800","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26809","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26818","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26827","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26836","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26845","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26854","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsKnight2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","26901","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27264","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27273","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27282","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27291","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27300","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27309","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27318","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27327","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27336","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27345","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27354","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27363","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27372","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27381","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27390","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27399","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27446","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27809","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27818","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27827","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27836","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27845","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27854","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27863","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27872","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27881","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27890","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27899","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27908","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27917","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27926","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27935","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","27944","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsBard2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28000","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28352","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28361","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28370","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28379","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28388","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28397","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28406","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28415","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28424","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28433","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28442","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28451","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28460","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28469","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28525","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28877","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28886","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28895","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28904","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28913","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28922","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28931","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28940","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28949","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28958","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28967","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28976","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28985","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","28994","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsDeath2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29050","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29402","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29411","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29420","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29429","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29438","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29447","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29456","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29465","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29474","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29483","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29492","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29501","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29510","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29519","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29575","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29927","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29936","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29945","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29954","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29963","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29972","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29981","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29990","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","29999","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30008","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30017","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30026","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30035","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30044","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsPriest2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30091","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30354","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30363","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30372","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30381","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30390","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30399","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30408","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30417","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30426","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30435","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk1(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30482","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30745","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30754","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30763","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30772","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30781","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30790","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30799","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30808","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30817","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","30826","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SpellBarsMonk2(from));","No","No"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsManage.cs","56","SendGump","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new SetupBarsArch1(from, 0));","No","No"
