"SystemOwner","File","SourceHash","Type","Surface","TimeSource","Mutation","Disposition","Adapter","CatalogKey","TestId","Evidence","Rationale"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/ZombieGiant.cs","093DD4741256686F1675EC0D58B606CC297AA41A13EF51191A9279FE05EFC5CF","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Undead/ZombieGiant.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/ZombieMage.cs","B066FBDE0BD920B21303506C5A333C67258F6E1C7C30B123CA428955DE388815","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Undead/ZombieMage.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfAnarchy.cs","9CC9BD69F7D79C26B8FF7A4B14BB20C3F763492AA20341A54AECB87115852AE3","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/BaneOfAnarchy.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfAnarchy.cs","9CC9BD69F7D79C26B8FF7A4B14BB20C3F763492AA20341A54AECB87115852AE3","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/BaneOfAnarchy.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfInsanity.cs","D6E722FD4110A5EA3CD9AF8DE577BE2F2591176D5CBBD6A5100ABA66019CBD6E","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/BaneOfInsanity.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfInsanity.cs","D6E722FD4110A5EA3CD9AF8DE577BE2F2591176D5CBBD6A5100ABA66019CBD6E","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/BaneOfInsanity.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfWantoness.cs","BE5FE01924420AC5AFC2B7A57F46D6AC2BEAACA9FD2558D6B592E426F6D560B0","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/BaneOfWantoness.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfWantoness.cs","BE5FE01924420AC5AFC2B7A57F46D6AC2BEAACA9FD2558D6B592E426F6D560B0","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/BaneOfWantoness.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaronAlmric.cs","390EE65FFC71B45017A84C6953E6CE00F1DAAAEDBC71A298CBC4354EDA40304A","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/BaronAlmric.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/CodexGargoyles.cs","7AC17438B51D36CE256D66BD017D82CEABF52DBF39E220F319E87F09CCADF0E4","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Mobiles/Unique/CodexGargoyles.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/CodexGargoyles.cs","7AC17438B51D36CE256D66BD017D82CEABF52DBF39E220F319E87F09CCADF0E4","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Mobiles/Unique/CodexGargoyles.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/CodexGargoyles.cs","7AC17438B51D36CE256D66BD017D82CEABF52DBF39E220F319E87F09CCADF0E4","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/CodexGargoyles.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Exodus.cs","44FAB8BB2612CEED0C7F060A9C9A2AE24459AAA9FD1911EFA59C480648835C72","RuntimeScript","AI.OnThink","ActorClock","None","ActorClockAdapter","BaseAI.ProcessTurnBasedPulse","AI:*","TBC-AI-THINK","Data/Scripts/Mobiles/Unique/Exodus.cs regex:\bOnThink\s*\(","Participant AI runs from its personal logical clock."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Exodus.cs","44FAB8BB2612CEED0C7F060A9C9A2AE24459AAA9FD1911EFA59C480648835C72","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Mobiles/Unique/Exodus.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Exodus.cs","44FAB8BB2612CEED0C7F060A9C9A2AE24459AAA9FD1911EFA59C480648835C72","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/Exodus.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/GrayDragon.cs","AE13A8F6C7E8F6F8C541579CAAF219DBF8CB09D0DC770B84E1AB49788FE9903F","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Mobiles/Unique/GrayDragon.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/GrayDragon.cs","AE13A8F6C7E8F6F8C541579CAAF219DBF8CB09D0DC770B84E1AB49788FE9903F","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/GrayDragon.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/KhumashGor.cs","96BD6AFA1AC28E53B4405750E450C6087ADA5639F5225699EEB3B20604EC4E55","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/KhumashGor.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Mangar.cs","5619C5A8269BE4CF546B5037760A67223EBA6A31A4F829D1F70250B59F80F39A","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Mobiles/Unique/Mangar.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Mangar.cs","5619C5A8269BE4CF546B5037760A67223EBA6A31A4F829D1F70250B59F80F39A","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Mobiles/Unique/Mangar.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Mangar.cs","5619C5A8269BE4CF546B5037760A67223EBA6A31A4F829D1F70250B59F80F39A","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/Mangar.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/RuneGuardian.cs","C20B95B39D6BE6DBE35089800CC55F08F020351905410EC6E43F0582DB692FBE","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Mobiles/Unique/RuneGuardian.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/RuneGuardian.cs","C20B95B39D6BE6DBE35089800CC55F08F020351905410EC6E43F0582DB692FBE","RuntimeScript","Timer.DelayCall","WallClock","None","WallClockUnaffected","Mutation backstop","Effect:DelayCall","TBC-TIMER-DELAY","Data/Scripts/Mobiles/Unique/RuneGuardian.cs regex:Timer\.DelayCall\s*\(","Delayed world work stays wall-clock; participant mutations still require an authorized scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/RuneGuardian.cs","C20B95B39D6BE6DBE35089800CC55F08F020351905410EC6E43F0582DB692FBE","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Mobiles/Unique/RuneGuardian.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/RuneGuardian.cs","C20B95B39D6BE6DBE35089800CC55F08F020351905410EC6E43F0582DB692FBE","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/RuneGuardian.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/SerpentOfChaos.cs","BFD6688251BC08A3558F6C6414A77CB5D728887C68632658802AF1D206BE45F4","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/SerpentOfChaos.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/SerpentOfChaos.cs","BFD6688251BC08A3558F6C6414A77CB5D728887C68632658802AF1D206BE45F4","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/SerpentOfChaos.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/SerpentOfOrder.cs","DE4A3625D720EA42D13BF6C8F89E40EADE0352093BB3BC01B829FEF612437F24","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/SerpentOfOrder.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/SerpentOfOrder.cs","DE4A3625D720EA42D13BF6C8F89E40EADE0352093BB3BC01B829FEF612437F24","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/SerpentOfOrder.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Shadowlord.cs","D5E65575F90C1C99A026F7F9A225FE8F8C390A6127160AB32B728075934C777A","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/Shadowlord.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Shadowlord.cs","D5E65575F90C1C99A026F7F9A225FE8F8C390A6127160AB32B728075934C777A","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/Shadowlord.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/SlasherOfVoid.cs","47917D2E5337D5EBBAB58FB8839C73347F652C8622A0EBE04BB95F68FAAE4B28","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/SlasherOfVoid.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Spectres.cs","32A920E75DF621A6156A35A84E23D0C97724B7731AE969C8AFC110FF4D869374","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Mobiles/Unique/Spectres.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Spectres.cs","32A920E75DF621A6156A35A84E23D0C97724B7731AE969C8AFC110FF4D869374","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/Spectres.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Tarjan.cs","8CFA1D14CCD51D40C438DFBFA5EEB0532D38B99FB875D18E5692E2C1F13D401E","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Mobiles/Unique/Tarjan.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Tarjan.cs","8CFA1D14CCD51D40C438DFBFA5EEB0532D38B99FB875D18E5692E2C1F13D401E","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Mobiles/Unique/Tarjan.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Tarjan.cs","8CFA1D14CCD51D40C438DFBFA5EEB0532D38B99FB875D18E5692E2C1F13D401E","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/Tarjan.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanHydros.cs","580B1C6B4AAD144A9FC1E9E41BA0E80CCE04E765C400360BFADD9E41046A866F","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/TitanHydros.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanHydros.cs","580B1C6B4AAD144A9FC1E9E41BA0E80CCE04E765C400360BFADD9E41046A866F","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/TitanHydros.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanLithos.cs","C21A8ED8D02553E77DDCBEB0F0FEA63604132363691A7C58196016B02C11EBC5","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/TitanLithos.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanLithos.cs","C21A8ED8D02553E77DDCBEB0F0FEA63604132363691A7C58196016B02C11EBC5","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/TitanLithos.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanPyros.cs","645DD67A47DFAE3E0D53604918DCC7A6EF861A8BCB0844D5B9956BFDC94BE0E8","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/TitanPyros.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanPyros.cs","645DD67A47DFAE3E0D53604918DCC7A6EF861A8BCB0844D5B9956BFDC94BE0E8","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/TitanPyros.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanStratos.cs","59F359342D9572B20B5EA7701337D67D5401E22B15845FBA235EF076B1EC3555","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unique/TitanStratos.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanStratos.cs","59F359342D9572B20B5EA7701337D67D5401E22B15845FBA235EF076B1EC3555","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unique/TitanStratos.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Beholder.cs","334FCC1CC6FB77D15C7750B42ACD79EF16C81579EDC938352C53D61B69D68163","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/Beholder.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs","ED8FD7EA16A037B5735265D309F6A6A7AAC1A05E47660DCC31466C0F769EBFDB","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs","ED8FD7EA16A037B5735265D309F6A6A7AAC1A05E47660DCC31466C0F769EBFDB","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs","ED8FD7EA16A037B5735265D309F6A6A7AAC1A05E47660DCC31466C0F769EBFDB","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs","ED8FD7EA16A037B5735265D309F6A6A7AAC1A05E47660DCC31466C0F769EBFDB","RuntimeScript","Legality.PvP","N/A","None","NativeBridge","Post-legality combat intent bridge","Legality:*","TBC-LEGALITY","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs regex:CanBe(Harmful|Beneficial)|Notoriety|PvPConsent|ChallengeGame|Government","Existing legality remains authoritative and group creation occurs only after it passes."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs","ED8FD7EA16A037B5735265D309F6A6A7AAC1A05E47660DCC31466C0F769EBFDB","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Cronosaurus.cs","78F6C2B52E3714A70D371504C32C4F1EA07E90DE85155D46D002E54272965082","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/Cronosaurus.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/ElderGazer.cs","02AC688F20AC25BEBEECD4444A592170EE0A51DC6F0418DA9D5CCDCBA114FAA4","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/ElderGazer.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/EyeOfTheDeep.cs","7088D880E72D19A3700147CAEC321A7CDDDAC727B1CF97E16F8790D4C07D3DA5","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/EyeOfTheDeep.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/FloatingEye.cs","7C2BA3271A9F2DAC2F0C9479702D126A4D44729057C14E97D73CCC4FFC8F1886","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/FloatingEye.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Gazer.cs","8E78761C808DD59121B441842E4BF79DD936465EE039A07861EFBF62BF662366","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/Gazer.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/GorgonRiding.cs","6988888FAF6EFD9620E238CC2790622C510BC6FA3CE51D8001C4A0E7EAB9454B","RuntimeScript","Legality.PvP","N/A","None","NativeBridge","Post-legality combat intent bridge","Legality:*","TBC-LEGALITY","Data/Scripts/Mobiles/Unusual/GorgonRiding.cs regex:CanBe(Harmful|Beneficial)|Notoriety|PvPConsent|ChallengeGame|Government","Existing legality remains authoritative and group creation occurs only after it passes."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/GorgonRiding.cs","6988888FAF6EFD9620E238CC2790622C510BC6FA3CE51D8001C4A0E7EAB9454B","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/GorgonRiding.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/HeadlessOne.cs","C92A5BF0A9A6050CD4A50E23882ABE638CED4C857F6CC2AC3FE5C8C27F630352","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/HeadlessOne.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/HookHorror.cs","7FD3D24170DDD94CDE0614508185095749F8D501CDC8A823AC176AFE2165939E","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Mobiles/Unusual/HookHorror.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
