ClassName,BaseClass,SourcePath,Kind,Status,Notes
TarotDeck,Item,Data/Scripts/Items/Misc/Games/Tarot.cs,ItemCandidate,SourceVerified,
TastyHeart,Item,Data/Scripts/Items/Food/TastyHeart.cs,ItemCandidate,SourceVerified,
TatteredAncientMummyWrapping,Item,Data/Scripts/Items/Decorations/Artifacts/Decorative/TatteredAncientMummyWrapping.cs,ItemCandidate,SourceVerified,
TattsukeHakama,BasePants,Data/Scripts/Items/Clothing/Pants.cs,ItemCandidate,SourceVerified,
TavernCrate,LockableContainer,Data/Scripts/Items/Containers/Container.cs,ItemCandidate,SourceVerified,
TavernGump,Gump,Data/Scripts/Items/Houses/TavernTable.cs,ItemCandidate,SourceVerified,
TavernTable,Item,Data/Scripts/Items/Houses/TavernTable.cs,ItemCandidate,SourceVerified,
TaxidermyKit,Item,Data/Scripts/Items/Trades/Carpenter Items/TaxidermyKit.cs,ItemCandidate,SourceVerified,
TeapotNorthArtifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
TeapotWestArtifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
Tekagi,BaseKnife,Data/Scripts/Items/Weapons/Oriental/Tekagi.cs,ItemCandidate,SourceVerified,
TelekinesisMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/3rd Circle/TelekinesisStaff.cs,ItemCandidate,SourceVerified,
TeleportMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/3rd Circle/TeleportStaff.cs,ItemCandidate,SourceVerified,
TeleportTile,Item,Data/Scripts/Items/Doors/TeleportTile.cs,ItemCandidate,SourceVerified,
Teleporter,Item,Data/Scripts/Items/Doors/Teleporter.cs,ItemCandidate,SourceVerified,
Telescope,BaseAddon,Data/Scripts/Items/Construction/Addons/Telescope.cs,ItemCandidate,SourceVerified,
TelescopeAddon,BaseAddon,Data/Scripts/Items/Gifts/Rewards/Telescope.cs,ItemCandidate,SourceVerified,
TelescopeAddonDeed,BaseAddonDeed,Data/Scripts/Items/Gifts/Rewards/Telescope.cs,ItemCandidate,SourceVerified,
TempNoHousingRegion,BaseRegion,Data/Scripts/Items/Houses/BaseHouse.cs,ItemCandidate,SourceVerified,
TenFootPole,Item,Data/Scripts/Items/Traps/TenFootPole.cs,ItemCandidate,SourceVerified,
TendrinsJournal,DynamicBook,Data/Scripts/Items/Books/DynamicBook.cs,ItemCandidate,SourceVerified,
Tessen,BaseBashing,Data/Scripts/Items/Weapons/Oriental/Tessen.cs,ItemCandidate,SourceVerified,
Tetsubo,BaseBashing,Data/Scripts/Items/Weapons/Oriental/Tetsubo.cs,ItemCandidate,SourceVerified,
ThatchedRoofCottageDeed,HouseDeed,Data/Scripts/Items/Houses/Deeds.cs,ItemCandidate,SourceVerified,
TheBeserkersMaul,Maul,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheBeserkersMaul.cs,ItemCandidate,SourceVerified,
TheDragonSlayer,Lance,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheDragonSlayer.cs,ItemCandidate,SourceVerified,
TheDryadBow,Bow,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheDryadBow.cs,ItemCandidate,SourceVerified,
TheMostKnowledgePerson,BaseOuterTorso,Data/Scripts/Items/Magical/TheMostKnowledgePerson.cs,ItemCandidate,SourceVerified,
TheNightReaper,RepeatingCrossbow,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheNightReaper.cs,ItemCandidate,SourceVerified,
TheRobeOfBritanniaAri,MagicRobe,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheRobeOfBritanniaAri.cs,ItemCandidate,SourceVerified,
TheTaskmaster,WarFork,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TheTaskmaster.cs,ItemCandidate,SourceVerified,
ThermalDetonator,Item,Data/Scripts/Items/Technology/ThermalDetonator.cs,ItemCandidate,SourceVerified,
ThickGrayStoneWall,BaseWall,Data/Scripts/Items/Construction/Walls/ThickGrayStoneWall.cs,ItemCandidate,SourceVerified,
ThighBoots,BaseShoes,Data/Scripts/Items/Clothing/Shoes.cs,ItemCandidate,SourceVerified,
ThinBrickWall,BaseWall,Data/Scripts/Items/Construction/Walls/ThinBrickWall.cs,ItemCandidate,SourceVerified,
ThinLongsword,BaseSword,Data/Scripts/Items/Weapons/Swords/ThinLongsword.cs,ItemCandidate,SourceVerified,
ThinStoneWall,BaseWall,Data/Scripts/Items/Construction/Walls/ThinStoneWall.cs,ItemCandidate,SourceVerified,
Throne,Item,Data/Scripts/Items/Construction/Chairs/Thrones.cs,ItemCandidate,SourceVerified,
ThrowingDagger,Item,Data/Scripts/Items/Weapons/Knives/ThrowingDagger.cs,ItemCandidate,SourceVerified,
ThrowingGloves,BaseRanged,Data/Scripts/Items/Weapons/Marksman/ThrowingGloves.cs,ItemCandidate,SourceVerified,
ThrowingWeapon,Item,Data/Scripts/Items/Weapons/Marksman/ThrowingWeapon.cs,ItemCandidate,SourceVerified,
Throwup,Item,Data/Scripts/Items/Unknown/UnknownKeg.cs,ItemCandidate,SourceVerified,
TigerRugEastAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/TigerRug.cs,ItemCandidate,SourceVerified,
TigerRugEastDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/TigerRug.cs,ItemCandidate,SourceVerified,
TigerRugSouthAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/TigerRug.cs,ItemCandidate,SourceVerified,
TigerRugSouthDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/TigerRug.cs,ItemCandidate,SourceVerified,
TillerMan,Item,Data/Scripts/Items/Boats/TillerMan.cs,ItemCandidate,SourceVerified,
TillerManGump,Gump,Data/Scripts/Items/Boats/Gumps/TillerManGump.cs,ItemCandidate,SourceVerified,
TinkerCrate,LockableContainer,Data/Scripts/Items/Containers/Container.cs,ItemCandidate,SourceVerified,
TinkerShoppe,BaseShoppe,Data/Scripts/Trades/Shoppes/TinkerShoppe.cs,ItemCandidate,SourceVerified,
TinkerTools,BaseTool,Data/Scripts/Items/Trades/Tools/TinkerTools.cs,ItemCandidate,SourceVerified,
TinkersTools,BaseTool,Data/Scripts/Items/Trades/Tools/TinkerTools.cs,ItemCandidate,SourceVerified,
TinyBoat,BaseBoat,Data/Scripts/Items/Boats/TinyBoat.cs,ItemCandidate,SourceVerified,
TinyRedBottle,Item,Data/Scripts/Items/Misc/GlassItems.cs,ItemCandidate,SourceVerified,
TinyYellowBottle,Item,Data/Scripts/Items/Misc/GlassItems.cs,ItemCandidate,SourceVerified,
TitansHammer,WarHammer,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TitansHammer.cs,ItemCandidate,SourceVerified,
TitleChangeDeed,Item,Data/Scripts/Items/Books/TitleChangeDeed.cs,ItemCandidate,SourceVerified,
Tomato,Food,Data/Scripts/Items/Farming/FarmableTomato.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
TomeOfWands,BaseTool,Data/Scripts/Items/Trades/Tools/TomeOfWands.cs,ItemCandidate,SourceVerified,
Tongs,BaseTool,Data/Scripts/Items/Trades/Tools/Tongs.cs,ItemCandidate,SourceVerified,
ToolKit,Item,Data/Scripts/Items/Special/Rares/Tinker/ToolKit.cs,ItemCandidate,SourceVerified,
TopazAmulet,GoldNecklace,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
TopazBracelet,GoldBracelet,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
TopazEarrings,GoldEarrings,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
TopazFemalePlateChest,FemalePlateChest,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
TopazIngot,Item,Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofTopaz.cs,ItemCandidate,SourceVerified,
TopazPlateArms,PlateArms,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
TopazPlateChest,PlateChest,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
TopazPlateGloves,PlateGloves,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
TopazPlateGorget,PlateGorget,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
TopazPlateHelm,PlateHelm,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
TopazPlateLegs,PlateLegs,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
TopazRing,GoldRing,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
TopazShield,HeaterShield,Data/Scripts/Items/Armor/Gargoyle/TopazArmor.cs,ItemCandidate,SourceVerified,
Torch,BaseEquipableLight,Data/Scripts/Items/Construction/Lights/Torch.cs,ItemCandidate,SourceVerified,
TorchOfTrapFinding,MagicTorch,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TorchOfTrapFinding.cs,ItemCandidate,SourceVerified,
TormentedChains,Item,Data/Scripts/Items/Special/TormentedChains.cs,ItemCandidate,SourceVerified,
Torso,Item,Data/Scripts/Items/Misc/Bodies/Torso.cs,ItemCandidate,SourceVerified,
TotalRefreshPotion,BaseRefreshPotion,Data/Scripts/Items/Potions/Standard/Refresh Potions/TotalRefreshPotion.cs,ItemCandidate,SourceVerified,
TotemArms,LeatherArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemArms.cs,ItemCandidate,SourceVerified,
TotemGloves,LeatherGloves,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemGloves.cs,ItemCandidate,SourceVerified,
TotemGorget,LeatherGorget,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemGorget.cs,ItemCandidate,SourceVerified,
TotemLeggings,LeatherLegs,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemLeggings.cs,ItemCandidate,SourceVerified,
TotemOfVoid,MagicTalisman,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemOfVoid.cs,ItemCandidate,SourceVerified,
TotemTunic,LeatherChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TotemTunic.cs,ItemCandidate,SourceVerified,
Tourmaline,Item,Data/Scripts/Items/Gems/Tourmaline.cs,ItemCandidate,SourceVerified,
TourmalineAmulet,GoldNecklace,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
TourmalineBracelet,GoldBracelet,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
TourmalineEarrings,GoldEarrings,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
TourmalineRing,GoldRing,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
Tower,BaseHouse,Data/Scripts/Items/Houses/Houses.cs,ItemCandidate,SourceVerified,
TowerDeed,HouseDeed,Data/Scripts/Items/Houses/Deeds.cs,ItemCandidate,SourceVerified,
TowerLantern,BaseLight,Data/Scripts/Items/Construction/Lights/TowerLantern.cs,ItemCandidate,SourceVerified,
TowerLanternArtifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
TownGuardsHalberd,Halberd,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TownGuardsHalberd.cs,ItemCandidate,SourceVerified,
TownHouse,VersionHouse,Data/Scripts/Items/Houses/Monopoly/Items/TownHouse.cs,ItemCandidate,SourceVerified,
TownHouseConfirmGump,GumpPlusLight,Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/TownHouseConfirmGump.cs,ItemCandidate,SourceVerified,
TownHouseSetupGump,GumpPlusLight,Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/TownHouseSetupGump.cs,ItemCandidate,SourceVerified,
TownHouseSign,Item,Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs,ItemCandidate,SourceVerified,
TownHousesGump,GumpPlusLight,Data/Scripts/Items/Houses/Monopoly/Gumps/TownHouse Gumps/TownHousesGump.cs,ItemCandidate,SourceVerified,
TradeGlasses,ElvenGlasses,Data/Scripts/Items/Armor/Glasses/TradeGlasses.cs,ItemCandidate,SourceVerified,
TrainingDaemon,AddonComponent,Data/Scripts/Items/Construction/Addons/TrainingDaemons.cs,ItemCandidate,SourceVerified,
TrainingDaemonEastAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/TrainingDaemons.cs,ItemCandidate,SourceVerified,
TrainingDaemonEastDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/TrainingDaemons.cs,ItemCandidate,SourceVerified,
TrainingDaemonSouthAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/TrainingDaemons.cs,ItemCandidate,SourceVerified,
TrainingDaemonSouthDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/TrainingDaemons.cs,ItemCandidate,SourceVerified,
TrainingDummy,AddonComponent,Data/Scripts/Items/Construction/Addons/TrainingDummies.cs,ItemCandidate,SourceVerified,
TrainingDummyEastAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/TrainingDummies.cs,ItemCandidate,SourceVerified,
TrainingDummyEastDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/TrainingDummies.cs,ItemCandidate,SourceVerified,
TrainingDummySouthAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/TrainingDummies.cs,ItemCandidate,SourceVerified,
TrainingDummySouthDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/TrainingDummies.cs,ItemCandidate,SourceVerified,
TrapCraft,CustomCraft,Data/Scripts/Trades/Crafting/DefTinkering.cs,ItemCandidate,SourceVerified,
TrapKit,Item,Data/Scripts/Items/Traps/TrapKit.cs,ItemCandidate,SourceVerified,
TrapWand,Item,Data/Scripts/Items/Traps/TrapWand.cs,ItemCandidate,SourceVerified,
TrapableContainer,BaseContainer,Data/Scripts/Items/Containers/TrapableContainer.cs,ItemCandidate,SourceVerified,
TrashBarrel,Container,Data/Scripts/Items/Misc/TrashBarrel.cs,ItemCandidate,SourceVerified,
TrashChest,Container,Data/Scripts/Items/Misc/TrashChest.cs,ItemCandidate,SourceVerified,
Tray,Item,Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Cooking/Items/Tray.cs,ItemCandidate,SourceVerified,
TrayEW,Tray,Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Cooking/Items/Tray.cs,ItemCandidate,SourceVerified,
TrayNS,Tray,Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Cooking/Items/Tray.cs,ItemCandidate,SourceVerified,
TreasureChestDirt,Item,Data/Scripts/Items/Trades/Maps/TreasureMap.cs,ItemCandidate,SourceVerified,
TreasureCrate,LockableContainer,Data/Scripts/Items/Containers/Container.cs,ItemCandidate,SourceVerified,
TreasureMap,MapItem,Data/Scripts/Items/Trades/Maps/TreasureMap.cs,ItemCandidate,SourceVerified,
TreasureMapChest,LockableContainer,Data/Scripts/Items/Containers/TreasureMapChest.cs,ItemCandidate,SourceVerified,
TreasurePile01Addon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile01Addon.cs,ItemCandidate,SourceVerified,
TreasurePile01AddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile01Addon.cs,ItemCandidate,SourceVerified,
TreasurePile02Addon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile02Addon.cs,ItemCandidate,SourceVerified,
TreasurePile02AddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile02Addon.cs,ItemCandidate,SourceVerified,
TreasurePile03Addon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile03Addon.cs,ItemCandidate,SourceVerified,
TreasurePile03AddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile03Addon.cs,ItemCandidate,SourceVerified,
TreasurePile04Addon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile04Addon.cs,ItemCandidate,SourceVerified,
TreasurePile04AddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile04Addon.cs,ItemCandidate,SourceVerified,
TreasurePile05Addon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile05Addon.cs,ItemCandidate,SourceVerified,
TreasurePile05AddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile05Addon.cs,ItemCandidate,SourceVerified,
TreasurePile2Addon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile2Addon.cs,ItemCandidate,SourceVerified,
TreasurePile2AddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile2Addon.cs,ItemCandidate,SourceVerified,
TreasurePile3Addon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile3Addon.cs,ItemCandidate,SourceVerified,
TreasurePile3AddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePile3Addon.cs,ItemCandidate,SourceVerified,
TreasurePileAddon,BaseAddon,Data/Scripts/Items/Construction/Treasure Piles/TreasurePileAddon.cs,ItemCandidate,SourceVerified,
TreasurePileAddonDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Treasure Piles/TreasurePileAddon.cs,ItemCandidate,SourceVerified,
TreasureTrinketGlasses,ElvenGlasses,Data/Scripts/Items/Armor/Glasses/TreasureTrinketGlasses.cs,ItemCandidate,SourceVerified,
TreeStump,BaseAddon,Data/Scripts/Items/Special/Veteran Rewards/TreeStump.cs,ItemCandidate,SourceVerified,
TreeStumpDeed,BaseAddonDeed,Data/Scripts/Items/Special/Veteran Rewards/TreeStump.cs,ItemCandidate,SourceVerified,
TribalMask,BaseHat,Data/Scripts/Items/Clothing/Hats.cs,ItemCandidate,SourceVerified,
TribalSpear,BaseSpear,Data/Scripts/Items/Weapons/SpearsAndForks/TribalSpear.cs,ItemCandidate,SourceVerified,
TrickOrTreat,,Data/Scripts/Items/Gifts/Holiday/Halloween/TrickOrTreat.cs,ItemCandidate,SourceVerified,
TrickOrTreatBag,BaseContainer,Data/Scripts/Items/Gifts/Holiday/Halloween/TrickOrTreatBag.cs,ItemCandidate,SourceVerified,
TricorneHat,BaseHat,Data/Scripts/Items/Clothing/Hats.cs,ItemCandidate,SourceVerified,
TridentofAtlantis,Spear,,ProposedItemClass,Proposed,New class should inherit from the resolved base item class.
TripleFanNorthArtifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
TripleFanWestArtifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
TrollSkin,Item,Data/Scripts/Items/Trades/Resources/Tailor/Skin/TrollSkin.cs,ItemCandidate,SourceVerified,
TrophyAddon,Item,Data/Scripts/Items/Trades/Carpenter Items/TaxidermyKit.cs,ItemCandidate,SourceVerified,
TrophyBase,Item,Data/Scripts/Trades/Taxidermy/TrophyBase.cs,ItemCandidate,SourceVerified,
TrophyDeed,Item,Data/Scripts/Items/Trades/Carpenter Items/TaxidermyKit.cs,ItemCandidate,SourceVerified,
TrophyGump,ContextMenuEntry,Data/Scripts/Trades/Taxidermy/TrophyBase.cs,ItemCandidate,SourceVerified,
TrophyInfo,,Data/Scripts/Items/Trades/Carpenter Items/TaxidermyKit.cs,ItemCandidate,SourceVerified,
TrulyRareFish,BaseMagicFish,Data/Scripts/Items/Trades/Resources/Fishing/MagicFish.cs,ItemCandidate,SourceVerified,
Trumpet,BaseInstrument,Data/Scripts/Items/Trades/Musical Instruments/Trumpet.cs,ItemCandidate,SourceVerified,
Tunic,BaseMiddleTorso,Data/Scripts/Items/Clothing/MiddleTorso.cs,ItemCandidate,SourceVerified,
TunicOfAegis,PlateChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfAegis.cs,ItemCandidate,SourceVerified,
TunicOfBane,ChainChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfBane.cs,ItemCandidate,SourceVerified,
TunicOfFire,ChainChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfFire.cs,ItemCandidate,SourceVerified,
TunicOfTheFallenKing,LeatherChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfTheFallenKing.cs,ItemCandidate,SourceVerified,
TunicOfTheHarrower,BoneChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfTheHarrower.cs,ItemCandidate,SourceVerified,
Turnip,Food,Data/Scripts/Items/Food/Food.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
Turquoise,Item,Data/Scripts/Items/Trades/Resources/MiscMLResources.cs,ItemCandidate,SourceVerified,
TwoHandedAxe,BaseAxe,Data/Scripts/Items/Weapons/Axes/TwoHandedAxe.cs,ItemCandidate,SourceVerified,
TwoPigTails,Hair,Data/Scripts/Items/Misc/Facial/Hair.cs,ItemCandidate,SourceVerified,
TwoStoryHouse,BaseHouse,Data/Scripts/Items/Houses/Houses.cs,ItemCandidate,SourceVerified,
TwoStoryStonePlasterHouseDeed,HouseDeed,Data/Scripts/Items/Houses/Deeds.cs,ItemCandidate,SourceVerified,
TwoStoryVilla,BaseHouse,Data/Scripts/Items/Houses/Houses.cs,ItemCandidate,SourceVerified,
TwoStoryWoodPlasterHouseDeed,HouseDeed,Data/Scripts/Items/Houses/Deeds.cs,ItemCandidate,SourceVerified,
UnbakedApplePie,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UnbakedFruitPie,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UnbakedMeatPie,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UnbakedPeachCobbler,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UnbakedPumpkinPie,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UnbakedQuiche,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UncookedCheesePizza,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UncookedPizza,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UncookedSausagePizza,CookableFood,Data/Scripts/Items/Food/CookableFood.cs,ItemCandidate,SourceVerified,Multiple source declarations found.
UncutCloth,Item,Data/Scripts/Items/Trades/Resources/Tailor/UncutCloth.cs,ItemCandidate,SourceVerified,
UnfinishedBarrel,Item,Data/Scripts/Items/Special/Rares/Containers/UnfinishedBarrel.cs,ItemCandidate,SourceVerified,
UnholyBone,Item,Data/Scripts/Custom/Champions/Items/UnholyBone.cs,ItemCandidate,SourceVerified,
UnicornHorn,Item,Data/Scripts/Items/Trades/Resources/Unique/UnicornHorn.cs,ItemCandidate,SourceVerified,
UnicornSkin,Item,Data/Scripts/Items/Trades/Resources/Tailor/Skin/UnicornSkin.cs,ItemCandidate,SourceVerified,
UnidentifiedArtifact,LockableContainer,Data/Scripts/Items/Unknown/UnidentifiedArtifact.cs,ItemCandidate,SourceVerified,
UnidentifiedItem,LockableContainer,Data/Scripts/Items/Unknown/UnidentifiedItem.cs,ItemCandidate,SourceVerified,
UnknownKeg,Item,Data/Scripts/Items/Unknown/UnknownKeg.cs,ItemCandidate,SourceVerified,
UnknownLiquid,Item,Data/Scripts/Items/Unknown/UnknownLiquid.cs,ItemCandidate,SourceVerified,
UnknownReagent,Item,Data/Scripts/Items/Unknown/UnknownReagent.cs,ItemCandidate,SourceVerified,
UnknownScroll,Item,Data/Scripts/Items/Unknown/UnknownScroll.cs,ItemCandidate,SourceVerified,
UnknownWand,Item,Data/Scripts/Items/Unknown/UnknownWand.cs,ItemCandidate,SourceVerified,
UnloadEntry,ContextMenuEntry,Data/Scripts/Items/Trades/Ninjitsu/NinjaWeapons.cs,ItemCandidate,SourceVerified,
UnmadeBedAddon,BaseAddon,Data/Scripts/Items/Special/Heritage Items/UnmadeBed.cs,ItemCandidate,SourceVerified,
UnmadeBedDeed,BaseAddonDeed,Data/Scripts/Items/Special/Heritage Items/UnmadeBed.cs,ItemCandidate,SourceVerified,
UnsettlingPortraitAddon,BaseAddon,Data/Scripts/Items/Special/Evil Home Decor Collection/UnsettlingPortrait.cs,ItemCandidate,SourceVerified,
UnsettlingPortraitComponent,AddonComponent,Data/Scripts/Items/Special/Evil Home Decor Collection/UnsettlingPortrait.cs,ItemCandidate,SourceVerified,
UnsettlingPortraitDeed,BaseAddonDeed,Data/Scripts/Items/Special/Evil Home Decor Collection/UnsettlingPortrait.cs,ItemCandidate,SourceVerified,
UnusualDyes,Item,Data/Scripts/Items/Misc/Dyes/UnusualDyes.cs,ItemCandidate,SourceVerified,
UpdateAllTimer,Timer,Data/Scripts/Items/Boats/BaseBoat.cs,ItemCandidate,SourceVerified,
Urn1Artifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
Urn2Artifact,BaseDecorationArtifact,Data/Scripts/Items/Decorations/Artifacts/SEDecorationArtifacts.cs,ItemCandidate,SourceVerified,
UtilityItem,,Data/Scripts/Items/Food/Cooking.cs,ItemCandidate,SourceVerified,
VagabondRobe,BaseOuterTorso,Data/Scripts/Items/Clothing/Robes.cs,ItemCandidate,SourceVerified,
ValentinesCard,Item,Data/Scripts/Items/Special/ValentinesCard.cs,ItemCandidate,SourceVerified,
ValentinesCardEast,ValentinesCard,Data/Scripts/Items/Special/ValentinesCard.cs,ItemCandidate,SourceVerified,
ValentinesCardSouth,ValentinesCard,Data/Scripts/Items/Special/ValentinesCard.cs,ItemCandidate,SourceVerified,
ValoriteAmulet,GoldNecklace,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
ValoriteBracelet,GoldBracelet,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
ValoriteEarrings,GoldEarrings,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
ValoriteGranite,BaseGranite,Data/Scripts/Items/Trades/Resources/Masonry/Granite.cs,ItemCandidate,SourceVerified,
ValoriteHammer,RunicHammer1,Data/Scripts/Trades/Runics/BaseRunicHammer.cs,ItemCandidate,SourceVerified,
ValoriteIngot,BaseIngot,Data/Scripts/Items/Trades/Resources/Blacksmithing/Ingots.cs,ItemCandidate,SourceVerified,
ValoriteOre,BaseOre,Data/Scripts/Items/Trades/Resources/Blacksmithing/Ore.cs,ItemCandidate,SourceVerified,
ValoriteRing,GoldRing,Data/Scripts/Items/Jewels/Tinkered.cs,ItemCandidate,SourceVerified,
ValoriteTinkerTools,RunicTinkerTools,Data/Scripts/Trades/Runics/BaseRunicTinkerTools.cs,ItemCandidate,SourceVerified,
